Company ID,Industry
3056250,hospitals and health care
3561263,it services and it consulting
6623430,it services and it consulting
33283,defense and space manufacturing
25383,it services and it consulting
19042,software development
809385,banking
936741,"technology, information and internet"
60836,it services and it consulting
405889,software development
3673271,it services and it consulting
432108,staffing and recruiting
4813201,it services and it consulting
3112929,software development
685376,computer games
7793398,it services and it consulting
458150,it services and it consulting
3729467,it services and it consulting
1546834,hospitals and health care
7965948,telecommunications
155516,it services and it consulting
1784228,software development
903828,it services and it consulting
98fit,wellness and fitness services
3212202,it services and it consulting
1448838,e-learning providers
5014797,it services and it consulting
388658,it services and it consulting
66127,motor vehicle manufacturing
3564078,religious institutions
6410513,advertising services
3658533,staffing and recruiting
19488,food and beverage services
1300354,computer hardware manufacturing
digilantern,it services and it consulting
434474,it services and it consulting
123842,software development
lmntrix,computer and network security
5320159,entertainment providers
62737,government administration
digiflare,software development
6170894,farming
69134,software development
1340503,it services and it consulting
2473897,software development
edunuts,education administration programs
tripnary,travel arrangements
2645698,software development
15053,hospitals and health care
3292699,financial services
epromos,advertising services
3323044,"technology, information and internet"
1612910,public relations and communications services
plivo,it services and it consulting
220446,"technology, information and internet"
34352,government administration
1552962,software development
16552,consumer services
1105882,computer networking products
4630938,real estate
85129,construction
1879239,"technology, information and internet"
6588703,hospitals and health care
598502,human resources services
3698317,hospitals and health care
217633,it services and it consulting
493046,education administration programs
3529748,it services and it consulting
5086010,retail luxury goods and jewelry
3039336,computer networking products
10628,civic and social organizations
4864298,it services and it consulting
7948941,accounting
34425,financial services
46243,computer and network security
22421,it services and it consulting
493701,software development
426657,software development
10473115,spectator sports
2978691,non-profit organizations
570285,government administration
7038,it services and it consulting
2240906,it services and it consulting
716796,motor vehicle manufacturing
97527,truck transportation
35504,non-profit organizations
4067187,food and beverage manufacturing
564185,individual and family services
3564394,business consulting and services
6643805,it services and it consulting
22201,government administration
3106534,staffing and recruiting
2373988,software development
3013837,it services and it consulting
16927,business consulting and services
4231,airlines and aviation
133327,it services and it consulting
481988,law practice
9499951,staffing and recruiting
32528,hospitals and health care
13830,software development
6433955,financial services
3408,restaurants
1134232,insurance
2784096,wholesale
400392,semiconductor manufacturing
373993,it services and it consulting
1183296,staffing and recruiting
10068564,construction
414419,telecommunications
66579,wholesale
2388424,staffing and recruiting
1089247,banking
1212163,airlines and aviation
378814,hospitals and health care
30922,hospitals and health care
24639,entertainment providers
5018875,international trade and development
2977398,it services and it consulting
studycopter,e-learning providers
1182668,architecture and planning
3254180,staffing and recruiting
2969806,it services and it consulting
8547033,real estate
8320646,executive offices
24597,hospitality
2424351,staffing and recruiting
5408289,real estate
520088,business consulting and services
2137623,staffing and recruiting
2429952,it services and it consulting
827209,it services and it consulting
accenture,business consulting and services
1910918,telecommunications
2040872,non-profit organizations
3520639,staffing and recruiting
238623,staffing and recruiting
588970,civic and social organizations
6323985,retail
9272534,food and beverage services
1815664,mining
16294,book and periodical publishing
10216400,it services and it consulting
68563,it services and it consulting
30214,law practice
295684,human resources services
889841,retail
1653848,human resources services
1497456,human resources services
3164994,primary and secondary education
436691,software development
7588406,software development
2358865,advertising services
13702,staffing and recruiting
465989,"technology, information and internet"
488035,architecture and planning
9083225,"appliances, electrical, and electronics manufacturing"
20014,government administration
48546,it services and it consulting
632910,broadcast media production and distribution
163113,education administration programs
1621776,utilities
46339,government administration
14995,government administration
1089489,education administration programs
1311279,software development
40062,automation machinery manufacturing
2659836,e-learning providers
440456,software development
452471,advertising services
6417651,software development
86191,advertising services
8436175,hospitals and health care
266461,it services and it consulting
6473619,non-profit organizations
7511449,it services and it consulting
433416,it services and it consulting
3818364,it services and it consulting
10073108,staffing and recruiting
9272672,real estate
4629197,entertainment providers
72519,it services and it consulting
6344540,it services and it consulting
6970245,telecommunications
8912962,wholesale building materials
9459902,it services and it consulting
10569903,professional training and coaching
658502,defense and space manufacturing
549437,hospitals and health care
9366798,renewable energy semiconductor manufacturing
5868938,hospitals and health care
2370989,it services and it consulting
2647735,business consulting and services
4758895,education administration programs
1790627,advertising services
1197391,it services and it consulting
2950781,it services and it consulting
775687,construction
1470929,staffing and recruiting
1644182,it services and it consulting
284987,primary and secondary education
1872013,education administration programs
3071857,human resources services
4009017,utilities
4018919,primary and secondary education
4499776,advertising services
6571658,accounting
4612519,consumer services
410391,staffing and recruiting
9096,individual and family services
6288058,"technology, information and internet"
10388125,it services and it consulting
1678288,wholesale
1575552,business consulting and services
2975980,it services and it consulting
835780,higher education
ptdf,real estate
77688,spectator sports
70014,higher education
10031265,it services and it consulting
10243093,it services and it consulting
5397834,advertising services
1292473,telecommunications
3088744,government relations services
9090,non-profit organizations
674175,oil and gas
2012393,it services and it consulting
3790187,it services and it consulting
2216496,industrial machinery manufacturing
671956,defense and space manufacturing
143570,it services and it consulting
1318556,financial services
69194,it services and it consulting
656158,semiconductor manufacturing
40057,computer hardware manufacturing
153051,business consulting and services
3557977,automation machinery manufacturing
6380141,advertising services
2290394,it services and it consulting
9149663,security and investigations
3853569,software development
994253,it services and it consulting
ezofis,software development
7789774,it services and it consulting
3474752,professional training and coaching
10191181,it services and it consulting
2283417,retail
7948554,financial services
2700238,information services
3084025,it services and it consulting
351007,software development
4222855,it services and it consulting
3681728,outsourcing and offshoring consulting
1030589,software development
3732584,it services and it consulting
tesro,it services and it consulting
2101725,advertising services
2753657,it services and it consulting
2402964,construction
10190586,it services and it consulting
2088300,advertising services
1485975,printing services
62254,advertising services
junctiontv,software development
6599703,advertising services
8028417,international trade and development
817483,"technology, information and internet"
2904619,software development
10646120,it services and it consulting
286577,software development
4388,broadcast media production and distribution
7798731,it services and it consulting
3561259,advertising services
9304093,it services and it consulting
530063,software development
2811822,it services and it consulting
3011066,human resources services
10337907,retail
1685472,industrial machinery manufacturing
2292664,it services and it consulting
1867190,it services and it consulting
3009158,it services and it consulting
7795747,it services and it consulting
3597478,it services and it consulting
9483627,it services and it consulting
3830573,software development
30175,software development
3794356,software development
2513385,telecommunications
35778,hospitals and health care
10384120,architecture and planning
4677319,retail
3651612,advertising services
285782,it services and it consulting
9279132,truck transportation
1804308,insurance
33626,it services and it consulting
164923,it services and it consulting
2349335,software development
124949,it services and it consulting
1047896,hospitals and health care
1678493,construction
360347,software development
10117182,advertising services
9383765,defense and space manufacturing
4641669,construction
279008,human resources services
5765236,"appliances, electrical, and electronics manufacturing"
46354,real estate
2990663,staffing and recruiting
432169,higher education
1329028,recreational facilities
104000,software development
580662,it services and it consulting
2493262,software development
9184,hospitals and health care
5899064,accounting
929542,business consulting and services
36950,software development
1909778,oil and gas
3142205,it services and it consulting
119814,hospitals and health care
329300,it services and it consulting
4474544,hospitals and health care
3561300,mining
41370,software development
1059029,it services and it consulting
3917609,it services and it consulting
1175214,architecture and planning
1135347,oil and gas
127567,it services and it consulting
64274,education administration programs
561643,hospitals and health care
469843,software development
3760582,staffing and recruiting
5078232,advertising services
102636,professional training and coaching
93897,medical equipment manufacturing
92523,truck transportation
1403392,construction
200638,software development
207041,advertising services
33176,outsourcing and offshoring consulting
226272,it services and it consulting
397395,software development
693116,telecommunications
132554,software development
3260212,software development
3708684,it services and it consulting
63156,civil engineering
5368591,software development
626794,staffing and recruiting
771345,photography
8736531,manufacturing
1520991,computer and network security
5398122,it services and it consulting
327770,staffing and recruiting
9421773,software development
383999,law practice
1680765,government administration
1173850,farming
45985,"appliances, electrical, and electronics manufacturing"
3001442,software development
270748,staffing and recruiting
14732,staffing and recruiting
4672002,food and beverage services
68311,beverage manufacturing
freelance,business consulting and services
623162,higher education
2590753,human resources services
10210240,motor vehicle manufacturing
391488,it services and it consulting
talentbee,staffing and recruiting
232785,it services and it consulting
1704355,it services and it consulting
10052565,libraries
2217332,construction
5218256,software development
1122519,education administration programs
132750,information services
20485,software development
95927,it services and it consulting
2458972,outsourcing and offshoring consulting
2247488,venture capital and private equity principals
6639971,software development
41916,it services and it consulting
6644809,education administration programs
2191466,civil engineering
2451217,telecommunications
oracle,it services and it consulting
3877505,software development
134825,hospitals and health care
3524822,it services and it consulting
127962,it services and it consulting
122279,hospitals and health care
127827,food and beverage manufacturing
1407158,consumer services
155659,it services and it consulting
synacy,it services and it consulting
7789814,software development
107290,wholesale building materials
1376177,advertising services
10057497,e-learning providers
15981,broadcast media production and distribution
1457149,utilities
372504,hospitals and health care
89440,software development
12917,architecture and planning
vattenfall,utilities
10287263,staffing and recruiting
3515174,staffing and recruiting
48715,public safety
1553718,it services and it consulting
2409761,it services and it consulting
75721142,it services and it consulting
1233379,software development
9381992,wellness and fitness services
2867571,it services and it consulting
361378,motor vehicle manufacturing
6414608,design services
82199,financial services
2164502,architecture and planning
19472,hospitals and health care
1937964,industrial machinery manufacturing
3360995,software development
69155989,business consulting and services
1173995,human resources services
1016404,staffing and recruiting
4983679,it services and it consulting
65123,utilities
2481561,industrial machinery manufacturing
2422437,it services and it consulting
2175893,real estate
3806759,software development
59339,"appliances, electrical, and electronics manufacturing"
3119373,media production
360165,staffing and recruiting
43707,hospitals and health care
aquent,staffing and recruiting
5317894,it services and it consulting
164128,advertising services
5233588,staffing and recruiting
69720,government administration
1079497,medical equipment manufacturing
123094,it services and it consulting
21912,staffing and recruiting
835543,staffing and recruiting
605854,staffing and recruiting
970610,software development
509854,utilities
35383,software development
1871687,entertainment providers
1124961,airlines and aviation
2061247,it services and it consulting
1978881,it services and it consulting
166598,truck transportation
2495582,design services
1088807,software development
1431434,international affairs
2163926,retail apparel and fashion
2570306,software development
10280686,airlines and aviation
841129,it services and it consulting
5592965,chemical manufacturing
599207,manufacturing
15429,real estate
663112,government administration
10337325,it services and it consulting
1487935,business consulting and services
2903367,machinery manufacturing
2475946,business consulting and services
7962970,staffing and recruiting
5600150,restaurants
7801393,advertising services
42233,insurance
266884,wellness and fitness services
3002509,wellness and fitness services
careongo,"technology, information and internet"
9195550,human resources services
3843443,it services and it consulting
471876,it services and it consulting
315477,software development
6599676,"technology, information and internet"
467302,software development
1145234,government administration
2617319,market research
120271,software development
1045171,software development
3689980,it services and it consulting
10573176,staffing and recruiting
69183,travel arrangements
138982,paper and forest product manufacturing
792220,it services and it consulting
4202094,it services and it consulting
8231752,hospitals and health care
6436615,"technology, information and internet"
2659751,software development
38202,advertising services
3239673,hospitals and health care
37183,software development
10535868,business consulting and services
164280,public relations and communications services
3938989,government administration
8599610,telecommunications
327120,hospitality
instalively,it services and it consulting
1336722,mental health care
696598,it services and it consulting
1728610,airlines and aviation
369580,airlines and aviation
452209,oil and gas
3962588,advertising services
13084,software development
165789,retail
164494,it services and it consulting
6438756,it services and it consulting
9252663,it services and it consulting
728307,software development
94034,musicians
4998555,it services and it consulting
bookmyhouse,real estate
5220422,medical practices
9673,it services and it consulting
1433305,it services and it consulting
9343,"technology, information and internet"
254010,industrial machinery manufacturing
22636,government administration
15695,government administration
2281986,staffing and recruiting
3034011,wellness and fitness services
32344,financial services
2524089,"appliances, electrical, and electronics manufacturing"
3181850,it services and it consulting
9110,motor vehicle manufacturing
51846,construction
healthifyme,wellness and fitness services
997229,computer and network security
3475348,software development
13006,it services and it consulting
5544119,software development
673168,human resources services
5566813,staffing and recruiting
319860,public safety
2582640,it services and it consulting
121958,it services and it consulting
5337149,software development
semrush,software development
convate,consumer services
164364,software development
1914761,research services
3221756,business consulting and services
1490607,it services and it consulting
700624,it services and it consulting
needstreet,it services and it consulting
445587,"appliances, electrical, and electronics manufacturing"
9207510,advertising services
1167234,it services and it consulting
6613148,it services and it consulting
211251,hospitals and health care
commendify,"technology, information and internet"
618182,investment management
mityung,software development
2866753,it services and it consulting
13176993,mining
annove,software development
262107,it services and it consulting
6393304,staffing and recruiting
2947299,real estate
163358,it services and it consulting
10331,it services and it consulting
2310148,it services and it consulting
48944,financial services
lukos,defense and space manufacturing
3967749,financial services
1155466,human resources services
spiceblue,it services and it consulting
3831020,education administration programs
6113094,software development
162981,defense and space manufacturing
157344,higher education
10320376,it services and it consulting
57785,it services and it consulting
116588,it services and it consulting
162872,real estate
569702,it services and it consulting
10401750,construction
96645,"appliances, electrical, and electronics manufacturing"
945768,government administration
18108,software development
1588799,"appliances, electrical, and electronics manufacturing"
285854,it services and it consulting
5119320,staffing and recruiting
67854,software development
454809,software development
393636,government administration
557844,environmental services
84806,defense and space manufacturing
69706,telecommunications
7931203,advertising services
mathspace,education administration programs
2259681,software development
2673331,food and beverage services
3305873,retail
235387,software development
602493,it services and it consulting
3357496,financial services
markatix,higher education
88643,motor vehicle manufacturing
200683,it services and it consulting
26263,broadcast media production and distribution
10894614,hospitals and health care
5061701,online audio and video media
2201336,telecommunications
1339594,staffing and recruiting
9069051,it services and it consulting
551807,wellness and fitness services
5900287,it services and it consulting
5045957,it services and it consulting
10275593,staffing and recruiting
4594486,architecture and planning
avanade,it services and it consulting
164094,real estate
8994134,staffing and recruiting
1891548,staffing and recruiting
46257,it services and it consulting
5314518,"transportation, logistics, supply chain and storage"
10318806,it services and it consulting
indiefolio,advertising services
2366617,it services and it consulting
752569,it services and it consulting
292890,accounting
4349497,farming
49591,education administration programs
3746233,it services and it consulting
26939,media production
3187478,it services and it consulting
92113,software development
689849,staffing and recruiting
30592,government administration
163136,computer games
57229,civic and social organizations
2275433,software development
8210800,it services and it consulting
661987,software development
3175272,financial services
1636722,human resources services
19921,non-profit organizations
92196,telecommunications
120691,non-profit organizations
1885848,education administration programs
6631809,advertising services
593533,research services
2785949,staffing and recruiting
81777,architecture and planning
11104,musicians
2612377,telecommunications
955402,software development
83340,design services
2652729,software development
1260667,computer games
2224710,software development
1009870,it services and it consulting
10616143,business consulting and services
91650,software development
2155102,entertainment providers
356473,business consulting and services
4866643,software development
547019,software development
86982,computer and network security
2901953,software development
152016,business consulting and services
44300,it services and it consulting
232761,advertising services
150970,it services and it consulting
29980,software development
3835317,it services and it consulting
2409589,software development
1107007,semiconductor manufacturing
70645,it services and it consulting
4794333,financial services
1414581,aviation and aerospace component manufacturing
bigcommerce,software development
1578115,advertising services
65084,non-profit organizations
166453,retail
432205,it services and it consulting
2593448,it services and it consulting
25856,staffing and recruiting
222172,translation and localization
2353380,financial services
4872044,facilities services
10627847,staffing and recruiting
114301,financial services
162775,utilities
3879312,software development
2765270,financial services
3997658,it services and it consulting
1888338,it services and it consulting
21426,higher education
2190417,biotechnology research
10616432,software development
316877,it services and it consulting
46766,financial services
267660,real estate
2702374,computer games
2913619,advertising services
10252143,it services and it consulting
551849,defense and space manufacturing
34971556,software development
10642359,software development
1661045,financial services
10004288,it services and it consulting
147255,musicians
17965133,research services
3263517,staffing and recruiting
920259,software development
7802385,wellness and fitness services
3822993,software development
3763403,software development
283508,machinery manufacturing
2889584,computer and network security
5122962,software development
2448357,software development
1557511,it services and it consulting
3233604,it services and it consulting
2446740,it services and it consulting
1615563,software development
910498,software development
aculocity,it services and it consulting
3245016,retail
323608,staffing and recruiting
bannerman,security and investigations
164498,advertising services
1003945,civic and social organizations
84568,banking
6447327,medical equipment manufacturing
23740,banking
leadsquared,software development
ebex,advertising services
212503,it services and it consulting
452482,higher education
9925594,it services and it consulting
30698,hospitals and health care
62259,banking
231000,truck transportation
9337083,education administration programs
3779914,government administration
576158,education administration programs
221402,e-learning providers
10449851,hospitals and health care
9282651,"technology, information and internet"
3611221,information services
10351596,telecommunications
10355645,human resources services
9379,it services and it consulting
232557,defense and space manufacturing
9327305,software development
2425557,it services and it consulting
9345659,staffing and recruiting
3793998,machinery manufacturing
invertible,it services and it consulting
352494,defense and space manufacturing
2326977,staffing and recruiting
50230,it services and it consulting
5244730,"technology, information and internet"
10167790,staffing and recruiting
1781889,hospitals and health care
3299483,law practice
471579,it services and it consulting
2277680,it services and it consulting
535241,hospitality
444154,advertising services
122635,business consulting and services
3695078,consumer services
55675,software development
1568893,retail luxury goods and jewelry
52505,hospitals and health care
1405283,travel arrangements
5036590,telecommunications
2155289,biotechnology research
avigilon,security and investigations
65369,advertising services
1930969,it services and it consulting
2698091,software development
203572,spectator sports
5020514,it services and it consulting
8127234,utilities
10497168,it services and it consulting
3154178,software development
3329013,software development
3768119,truck transportation
2487672,it services and it consulting
431667,research services
6384921,staffing and recruiting
807360,sporting goods manufacturing
5130877,renewable energy semiconductor manufacturing
57025,business consulting and services
656144,"appliances, electrical, and electronics manufacturing"
373428,motor vehicle manufacturing
1001846,personal care product manufacturing
36534,government administration
5393960,staffing and recruiting
3564857,"technology, information and internet"
33255,banking
11016068,advertising services
3774732,staffing and recruiting
9291717,software development
166506,chemical manufacturing
9447607,staffing and recruiting
454154,hospitality
1751225,human resources services
5014373,hospitals and health care
10658023,biotechnology research
13253549,mining
432048,civil engineering
40506,staffing and recruiting
32773,hospitals and health care
2616938,aviation and aerospace component manufacturing
8772045,it services and it consulting
401275,government administration
1026621,it services and it consulting
9391130,individual and family services
6645748,staffing and recruiting
32572,it services and it consulting
101549,individual and family services
333289,staffing and recruiting
12781,hospitals and health care
625358,human resources services
deskera,software development
43028,software development
68924,motor vehicle manufacturing
6579332,staffing and recruiting
10157777,travel arrangements
3343253,retail luxury goods and jewelry
61275,it services and it consulting
2780530,retail
15004,financial services
163710,food and beverage services
1147018,airlines and aviation
7795393,retail
643088,medical equipment manufacturing
729827,it services and it consulting
8646,utilities
3884561,business consulting and services
78271,truck transportation
14326,it services and it consulting
10501546,human resources services
4841494,hospitality
45238,it services and it consulting
91790,banking
80190896,it services and it consulting
142933,truck transportation
10171495,it services and it consulting
2715205,"technology, information and internet"
61705,non-profit organizations
10294687,staffing and recruiting
29596,accounting
2413704,staffing and recruiting
9479462,hospitals and health care
8817207,construction
1067026,industrial machinery manufacturing
612360,construction
12280,financial services
519546,business consulting and services
3037785,staffing and recruiting
609942,utilities
2118319,architecture and planning
2645019,it services and it consulting
250435,business consulting and services
16061,retail
6639434,it services and it consulting
487551,construction
5694051,software development
903815,hospitals and health care
3114953,spectator sports
382801,software development
5899990,retail
419169,it services and it consulting
15998,software development
10587979,food and beverage services
48040,banking
21667,non-profit organizations
1722553,staffing and recruiting
55395,financial services
18822,automation machinery manufacturing
sunnova,it services and it consulting
209188,financial services
962865,staffing and recruiting
456789,truck transportation
10105597,travel arrangements
898276,advertising services
10206504,staffing and recruiting
62722,software development
532815,beverage manufacturing
2878806,it services and it consulting
srg,human resources services
5289860,construction
6430549,computers and electronics manufacturing
10384354,non-profit organizations
2706005,staffing and recruiting
2630713,real estate
115467,hospitals and health care
280597,insurance
414372,entertainment providers
6396934,biotechnology research
6672195,business consulting and services
1809062,staffing and recruiting
2902224,it services and it consulting
7963766,it services and it consulting
2760891,it services and it consulting
10507274,staffing and recruiting
621561,"technology, information and internet"
2473382,business consulting and services
12196,financial services
35746,motor vehicle manufacturing
10183138,defense and space manufacturing
958876,entertainment providers
7802978,staffing and recruiting
215009,oil and gas
25629,advertising services
3810953,medical equipment manufacturing
2948766,construction
374495,it services and it consulting
4800552,advertising services
13191978,it services and it consulting
278913,computer games
167206,entertainment providers
274030,government administration
121163,mining
9183565,law practice
49040,architecture and planning
1162610,it services and it consulting
2636977,staffing and recruiting
3696900,construction
2426606,staffing and recruiting
375533,advertising services
48766,biotechnology research
734305,human resources services
2567269,entertainment providers
42593,research services
1962284,government administration
33598,computers and electronics manufacturing
112170,hospitals and health care
339327,telecommunications
3741519,software development
1738718,food and beverage manufacturing
30658,government administration
10401562,staffing and recruiting
306479,staffing and recruiting
3685266,staffing and recruiting
895119,online audio and video media
15225276,spectator sports
653319,food and beverage services
17943745,it services and it consulting
2879015,advertising services
62004,construction
9286861,hospitals and health care
15256352,utilities
parsons,civil engineering
411498,software development
747793,"appliances, electrical, and electronics manufacturing"
2516888,e-learning providers
2206002,food and beverage services
2644289,staffing and recruiting
232794,e-learning providers
367895,staffing and recruiting
501764,computers and electronics manufacturing
361493,telecommunications
10694665,telecommunications
2180706,government administration
53396,semiconductor manufacturing
7950938,software development
2745224,it services and it consulting
2531735,it services and it consulting
11040156,financial services
21631,aviation and aerospace component manufacturing
2882130,staffing and recruiting
506275,staffing and recruiting
6463637,civil engineering
732217,business consulting and services
10502912,it services and it consulting
tule,advertising services
10215048,staffing and recruiting
1736653,venture capital and private equity principals
2696838,security and investigations
3606994,software development
9829963,religious institutions
741683,staffing and recruiting
91133,civil engineering
582668,retail
954473,architecture and planning
280977,staffing and recruiting
810874,manufacturing
2731090,software development
86547,information services
1352584,government relations services
5267540,mining
414818,pharmaceutical manufacturing
3800329,spectator sports
247099,telecommunications
1195189,computer games
10458513,it services and it consulting
3599157,it services and it consulting
3646357,wholesale building materials
828271,environmental services
3524621,software development
73988,software development
780191,software development
503780,it services and it consulting
10700021,railroad equipment manufacturing
583995,"appliances, electrical, and electronics manufacturing"
2913839,"technology, information and internet"
1358866,civic and social organizations
422024,software development
4805803,it services and it consulting
294194,construction
94009,it services and it consulting
471904,utilities
164385,research services
145370,motor vehicle manufacturing
11602,non-profit organizations
8298,telecommunications
2979199,advertising services
4035751,staffing and recruiting
9455016,broadcast media production and distribution
95542,pharmaceutical manufacturing
1496844,telecommunications
207086,e-learning providers
19942,computer games
500014,software development
953921,truck transportation
2313203,telecommunications
2490871,it services and it consulting
111267,real estate
2140522,human resources services
vce,it services and it consulting
279753,staffing and recruiting
1005994,it services and it consulting
104750,government administration
5253784,biotechnology research
30439,staffing and recruiting
45225,staffing and recruiting
1108360,hospitals and health care
spotx,"technology, information and internet"
booster,business consulting and services
27737,it services and it consulting
2949940,biotechnology research
620782,software development
2810836,hospitals and health care
392086,it services and it consulting
150763,it services and it consulting
1959473,advertising services
48339,aviation and aerospace component manufacturing
10034759,medical equipment manufacturing
428532,hospitals and health care
1011770,retail
crossover,it services and it consulting
10784742,staffing and recruiting
4791925,it services and it consulting
4838162,it services and it consulting
4156060,it services and it consulting
5691802,construction
6459837,furniture and home furnishings manufacturing
1543077,travel arrangements
inflight,software development
157132,automation machinery manufacturing
2424508,defense and space manufacturing
164186,retail
18839,motor vehicle manufacturing
321881,"appliances, electrical, and electronics manufacturing"
1184119,real estate
82121,it services and it consulting
1371172,software development
1250061,human resources services
2847511,medical equipment manufacturing
35925,medical equipment manufacturing
55506,defense and space manufacturing
1978319,it services and it consulting
475585,motor vehicle manufacturing
234709,wellness and fitness services
2829075,manufacturing
81680,defense and space manufacturing
94442,primary and secondary education
1736343,medical equipment manufacturing
886885,software development
1131471,it services and it consulting
13430,design services
1095542,construction
9271730,utilities
632505,it services and it consulting
2102165,professional training and coaching
64057,outsourcing and offshoring consulting
475994,it services and it consulting
3546198,staffing and recruiting
12173,education administration programs
5032132,retail
prevision,it services and it consulting
298808,design services
avenir-labs,it services and it consulting
211202,software development
2213946,higher education
2134391,computer and network security
1150302,construction
8526776,food and beverage manufacturing
creinnovations,software development
openvpn,computer and network security
34342,financial services
232382,it services and it consulting
129097,hospitals and health care
10222768,it services and it consulting
927318,medical equipment manufacturing
3099786,software development
dataweave,software development
6409002,real estate
229098,it services and it consulting
4792493,it services and it consulting
9192908,software development
invidev,it services and it consulting
dreamloft,software development
2485378,human resources services
livehealth,hospitals and health care
3853527,software development
742731,manufacturing
284543,financial services
49230,insurance
10224585,staffing and recruiting
54946,advertising services
162387,printing services
13194417,business consulting and services
1331188,it services and it consulting
10342480,it services and it consulting
213426,telecommunications
21839,hospitals and health care
2719386,advertising services
4559624,financial services
6588420,e-learning providers
18805812,financial services
5652167,facilities services
33480,hospitals and health care
166171,it services and it consulting
1633938,human resources services
48045,software development
11609,airlines and aviation
10419236,it services and it consulting
65796,software development
42837,food and beverage services
489244,staffing and recruiting
53402,financial services
832706,utilities
46440,medical equipment manufacturing
48529,hospitality
3625835,staffing and recruiting
6degree,it services and it consulting
44054,government administration
5388276,it services and it consulting
1287678,motor vehicle manufacturing
1261481,financial services
3594468,software development
9343988,information services
1729578,software development
2610806,medical equipment manufacturing
508794,staffing and recruiting
688057,it services and it consulting
3094976,non-profit organizations
4841673,non-profit organizations
1181562,it services and it consulting
9314408,staffing and recruiting
6641937,it services and it consulting
6514016,venture capital and private equity principals
124055,international affairs
1962071,staffing and recruiting
sparkdata,software development
830403,it services and it consulting
2582751,construction
36995,retail
10453050,outsourcing and offshoring consulting
westrock,real estate
1400801,staffing and recruiting
2658145,advertising services
1606397,events services
27341,wholesale building materials
4994244,software development
2356219,renewable energy semiconductor manufacturing
3198275,staffing and recruiting
10913759,it services and it consulting
2560934,it services and it consulting
552376,pharmaceutical manufacturing
80421,advertising services
12998,biotechnology research
6570,hospitals and health care
32998,printing services
staffmatch,human resources services
2171478,software development
magento,software development
998246,information services
162381,security and investigations
19279,it services and it consulting
165608,it services and it consulting
1001701,automation machinery manufacturing
9463313,mining
855872,it services and it consulting
boomin,real estate
2254811,advertising services
51338,primary and secondary education
553125,hospitals and health care
3339230,motor vehicle manufacturing
3755749,software development
706958,accounting
104246,truck transportation
64774,truck transportation
289081,education administration programs
1255436,software development
525672,staffing and recruiting
2301761,it services and it consulting
445741,construction
10056621,hospitality
5745348,public relations and communications services
3627040,"appliances, electrical, and electronics manufacturing"
654334,hospitality
technobuddy,telecommunications
3840722,medical equipment manufacturing
2498077,it services and it consulting
67583,software development
878481,utilities
1586615,it services and it consulting
2899957,it services and it consulting
3534043,construction
370714,staffing and recruiting
mastech,it services and it consulting
14321,public relations and communications services
3501464,machinery manufacturing
9350576,staffing and recruiting
19271,travel arrangements
2842489,business consulting and services
267400,"technology, information and internet"
1216721,education administration programs
10011572,packaging and containers manufacturing
4211595,industrial machinery manufacturing
305057,software development
genxlead,it services and it consulting
1286357,human resources services
5595035,"appliances, electrical, and electronics manufacturing"
804727,software development
2727941,musicians
8961387,government relations services
241843,automation machinery manufacturing
572935,software development
1789108,manufacturing
35291,education administration programs
2259897,it services and it consulting
7964470,defense and space manufacturing
4186119,entertainment providers
1431100,non-profit organizations
4841176,education administration programs
9331883,staffing and recruiting
8006867,spectator sports
897911,it services and it consulting
10035634,higher education
2256277,it services and it consulting
2296116,it services and it consulting
53823,advertising services
10936,research services
9244301,it services and it consulting
2429,industrial machinery manufacturing
9292186,software development
2097096,it services and it consulting
733458,advertising services
4814390,staffing and recruiting
10226004,information services
325047,it services and it consulting
1283527,wellness and fitness services
10418003,advertising services
9259,financial services
21770,advertising services
1811749,telecommunications
1473478,non-profit organizations
969038,utilities
608433,staffing and recruiting
1190425,events services
9440822,food and beverage services
74446,railroad equipment manufacturing
1246231,business consulting and services
4869271,retail apparel and fashion
2517771,"technology, information and internet"
8033856,aviation and aerospace component manufacturing
2475653,biotechnology research
2852648,facilities services
119039,software development
1517314,software development
25899,architecture and planning
4863029,computers and electronics manufacturing
3221112,motor vehicle manufacturing
40769,it services and it consulting
586634,it services and it consulting
12956344,advertising services
2062426,staffing and recruiting
47266,financial services
10777665,"technology, information and internet"
649694,events services
1959671,telecommunications
35683,retail
9418722,computer and network security
11108,mining
3291816,mining
677187,staffing and recruiting
3558161,spectator sports
3735552,food and beverage services
40907,financial services
117297,beverage manufacturing
ooyala,software development
14202,advertising services
5202542,human resources services
2203794,human resources services
7584566,"technology, information and internet"
559520,construction
34169,real estate
757214,it services and it consulting
216671,musicians
204561,events services
1346876,software development
36939,medical equipment manufacturing
33248,manufacturing
2935,software development
4249497,government administration
10402320,hospitals and health care
5112063,business consulting and services
503641,spectator sports
4002157,education administration programs
20114,software development
73708,hospitals and health care
111485,food and beverage manufacturing
10103203,automation machinery manufacturing
9477093,staffing and recruiting
13181730,it services and it consulting
9468074,advertising services
1632113,it services and it consulting
2520127,software development
59529,software development
56415482,professional training and coaching
1528519,oil and gas
2406141,staffing and recruiting
13884,hospitality
884196,human resources services
216543,it services and it consulting
80464,biotechnology research
130842,food and beverage manufacturing
58166,machinery manufacturing
2859248,staffing and recruiting
2901883,software development
6190395,machinery manufacturing
267541,software development
17947,research services
10068422,it services and it consulting
